"week_start","KW","year","KW_Y","TS_NaturalDisasters_norm","TS_NaturalDisasters_gt","TS_EUPolitics_norm","TS_EUPolitics_gt","TS_USPolitics_norm","TS_USPolitics_gt","TS_MilitaryGeopolitics_norm","TS_MilitaryGeopolitics_gt","TS_UkraineWar_norm","TS_UkraineWar_gt","TS_EURightwing_norm","TS_EURightwing_gt","TS_Diplomacy_norm","TS_Diplomacy_gt","TS_IsraelGaza_norm","TS_IsraelGaza_gt","TS_ClimateFires_norm","TS_ClimateFires_gt","TS_Accidents_norm","TS_Accidents_gt","TS_Elections_norm","TS_Elections_gt","NYT_AsiaGeopolitics_norm","NYT_AsiaGeopolitics_gt","NYT_UkraineWar_norm","NYT_UkraineWar_gt","NYT_CrimeJustice_norm","NYT_CrimeJustice_gt","NYT_Accidents_norm","NYT_Accidents_gt","NYT_SyriaPolitics_norm","NYT_SyriaPolitics_gt","NYT_GlobalLeaders_norm","NYT_GlobalLeaders_gt","NYT_EconomicCrisis_norm","NYT_EconomicCrisis_gt","NYT_IsraelGaza_norm","NYT_IsraelGaza_gt","NYT_ReligionCulture_norm","NYT_ReligionCulture_gt"
2024-08-11,32,2024,"KW_32_2024",55.3099860567136,6.2,15.8450963524873,14.4,22.6425040226654,1.6,33.1489581415767,16.25,66.857414011957,23.6,18.1495304232264,6.6,31.0556136891689,10.4,43.2858781472973,19,73.1175135297173,27.6666666666667,14.5444155670372,14.8,27.8846278115645,0.5,42.5170665151058,5,75.054524123803,16.75,28.2185872262216,8.8,32.6524283934601,30.6,15.4658365846899,2.8,12.3585749791918,4.2,35.6872202994316,13.2,34.6707745342289,11,13.0736317382238,14
2024-08-18,33,2024,"KW_33_2024",47.1570638154511,8.6,21.898237663332,13.4,25.8151118002307,1.6,27.9734087265905,22.5,64.0516548823342,23,30.5805128343385,7,21.7798218967564,9,38.6231918587539,16.75,38.1770563182348,30.6666666666667,43.4145917935255,9.2,38.5813385521205,0.5,37.3008008517806,14.4,88.0989304807785,14.75,50.1188693359766,11.6,93.1833540363863,28.2,19.0510203431066,2.4,25.2415653335041,4.8,99.9943850942174,12.6,42.8290961672565,12,16.8678993931816,12
2024-08-25,34,2024,"KW_34_2024",45.7071291925046,7.8,21.8069002284729,13.2,20.8176836486613,1.2,29.7823123430295,16.25,33.8973040765252,20.8,13.1670543830357,9.8,20.744119655847,9.8,35.7630054685925,15,41.130648254747,19.3333333333333,36.2042086213798,14,19.5153203570135,1,41.4208311417445,7,63.1949594780448,12,40.6418550201655,12.4,70.7562431587726,32.6,27.7995119642059,2.6,21.4655360776455,3.8,41.0940958998483,10.2,58.8829359516495,11,8.49426721917325,11.8
2024-09-01,35,2024,"KW_35_2024",62.1394528633763,7.6,26.6735050311382,13.8,24.628840180593,1.2,26.3854636488673,17.25,35.4920073622471,25.2,25.2191577027619,11.4,42.7696271572322,13.4,37.8537724171645,15.75,43.7606099318966,31,38.0678098580703,10.6,23.6802475319356,3.75,37.2114252311191,6.6,99.1374954320014,13.25,50.9273604654654,12.6,95.7384895761944,29.4,16.5853053875108,2.4,28.332020521242,3.6,58.9353139011487,10.4,48.1000775581495,13.75,24.6094601332948,12.2
2024-09-08,36,2024,"KW_36_2024",77.9857849227292,8.6,39.987386175677,16,27.3818506772711,3.6,24.6243459931162,16.75,31.0889050295107,19.2,17.245835683406,11.4,27.4725340130291,13.8,24.4423466720345,13,25.6968601260503,23.6666666666667,18.6373820203663,11.2,33.8474220255621,0.75,51.8366670305375,8.6,77.4499892243968,18.25,58.3284436517613,14.8,50.9685760551425,28,14.782746498544,2.8,28.3254509879534,6.6,63.4063129721826,14.2,40.4354654829024,7.75,19.5748487923224,13.4
2024-09-15,37,2024,"KW_37_2024",93.3823745937058,9.4,51.2842687537967,19.2,21.9868106425119,2.4,37.662620942688,18.5,29.3245907588044,19,21.7919613784302,10.8,27.7372314628315,12,50.6954548721094,14.25,47.1334754470436,22.3333333333333,31.2668730302201,25.2,17.6490492331774,1,35.3074412991152,11.4,69.1657757999457,13,51.0638203265455,15.8,82.2796193216059,29.6,15.8845430616746,3,20.290145007798,6.8,46.8337560453618,12.2,67.0718140711257,23.75,12.8008104631408,13.2
2024-09-22,38,2024,"KW_38_2024",52.0007832947002,9.6,36.9290206302753,14.8,29.9294242368168,1.2,34.8149819978273,17,33.9633962712637,21,21.8961481724935,13.2,29.2986076567668,12.8,77.224568009331,20.25,19.9582869743627,12.6666666666667,28.6857279289054,10,26.3375204103405,2.75,55.3317208653157,8,70.1228598271029,11.25,52.0900675964835,15.6,65.6932301158895,27.2,21.692166527078,3.6,30.1395673286642,4,63.5117236428307,11,100,23.25,21.4234515084435,12.2
2024-09-29,39,2024,"KW_39_2024",85.5136752516317,9,27.120881239502,15.8,26.1968005901778,1.6,50.3960080472342,20.75,41.5471038265275,19,70.520556350039,42.6,36.0591035028464,12.2,92.7628943540358,37.25,42.4396664425889,13.3333333333333,37.2386478168524,10,29.6759424633177,0.75,40.318094216467,8.4,59.3491843310648,10.5,35.4366339113088,15.2,65.4230997682917,28.2,15.1815685963493,5.2,17.8119924085911,4.6,45.8585894027498,10,80.2830895771057,24,17.5188389883909,12
2024-10-06,40,2024,"KW_40_2024",99.2303278866854,34.8,34.3695815294408,15.4,21.6306191270425,1.6,21.9688145480397,16.75,25.3157629891888,22.2,16.5570188120848,9.2,35.3884446029377,14.6,61.9970002115364,35.75,29.2135531908819,12.3333333333333,22.9824574717231,6.8,30.8614558747754,0.5,48.0860423918744,7.6,52.6752034914958,12.75,38.2304511902151,15.2,72.51329561262,24.8,13.9953586247031,3.2,17.2794416507256,4.2,52.3018252094424,11.4,71.907538108307,16.5,17.2385598698547,11.8
2024-10-13,41,2024,"KW_41_2024",44.2510048662438,8.8,70.953494531488,16.2,20.2300765253749,2.4,69.0388588135621,20.5,29.7393994617327,16.8,17.4102069305293,9,20.2039720785236,18,69.3389926545495,31.75,39.3680703593416,15,31.1670524887208,8.8,22.9957049337447,0.75,49.4561352451264,8.6,70.2332698258692,9.75,43.5441762741485,14.4,64.3597010244338,25,18.1461326107594,3,21.9515816147294,5,53.332657334725,10,72.85751420158,19,13.318510840816,11.8
2024-10-20,42,2024,"KW_42_2024",59.2424978405071,8,53.6797657604078,15.8,32.5052002535653,2.6,55.8441536935971,22,41.4589482480285,19.4,34.5491831894426,8.8,29.9718515715817,14.8,49.7207119355471,22.25,26.2697214921142,14.6666666666667,19.7919121026787,11,52.8113943999031,1.25,82.1058347363449,9.2,62.1960658838406,12.5,57.3086255177387,16,60.7695689196528,25.6,17.8803724553241,3,30.9577199762591,6.4,69.7892954246843,11.4,70.649981002246,13,19.9535265743525,12.8
2024-10-27,43,2024,"KW_43_2024",79.805275206747,9.6,25.7977185899639,15.2,29.2551024254467,4.2,42.6469594429508,17.75,22.3674624878637,19.4,15.0372699510936,7.6,36.1137628454823,15.8,51.5130497589652,17,27.0328561831585,14.3333333333333,26.35294741135,7,74.4746622149261,2.25,33.801674945841,9.6,55.6715525140981,10.5,29.0692996410759,16.4,56.1225440346693,23.8,11.3497874807395,2.6,13.4958255106157,8.2,38.7343988762657,11.6,45.2434803242402,10,11.8418754645951,17.2
2024-11-03,44,2024,"KW_44_2024",75.5021147867725,15.2,35.9124667441187,14.8,55.2479317775339,36.4,39.7607405775902,27,27.7407505804257,22.2,21.4863471975605,10.4,35.4038295241023,17.8,19.2664397848866,16.25,48.8142573732262,12.3333333333333,21.6427179413212,6.4,100,25,28.643177127997,9.6,51.7894009499465,22.25,29.9650891613431,17.4,47.2473056743369,23,17.5177774994622,2.6,50.400687426472,26.6,38.6947902284506,17,30.0281586070355,35,9.94110150892771,11.8
2024-11-10,45,2024,"KW_45_2024",54.2201302876062,8.6,43.0710364078281,17.4,63.8674178112476,4.2,33.903990793447,19.5,40.992523533478,19.8,36.1198795091878,9.8,26.7316307443088,29.4,23.1132920791012,16,48.3565262260539,11,17.3524558900127,8.8,30.5690345107396,1.25,50.0845768894139,9.8,33.9111654736081,18.25,45.3025340181043,17.4,62.5122077009429,25,16.438996326766,2.8,37.2699743830794,8.4,49.0484186202486,13,37.7310450251661,10.75,16.4437319901743,11.6
2024-11-17,46,2024,"KW_46_2024",44.6350760824759,8,55.410567741137,14.6,55.9543531376031,2.4,60.0508114090423,24,78.4473849218455,37.2,32.0951791317986,8.6,54.7480085496588,14.6,31.4022330834263,12.75,26.2155647056639,10.6666666666667,40.1400007159249,7.2,16.9934616090033,0.5,52.5379037993425,10.6,84.3745476825209,29,54.1560723347237,19.8,47.2453594040147,25.4,21.2675084022753,2.6,46.8024126362896,5,51.2755051171395,11.4,47.3862304906543,8,13.2551689587812,12.2
2024-11-24,47,2024,"KW_47_2024",49.4608002784125,7.8,53.8112577857284,14.6,39.8437004755876,1.4,45.7731609798061,26,56.426226540713,29.4,22.6428801760887,9.8,48.212992044437,15.8,41.5384271506216,12.75,36.6827268584841,14,68.2720592590138,14.8,34.4799273987603,0.75,42.0359746648737,7,61.2841976774407,16.5,54.8613068697781,10.8,77.3435106612518,23.8,26.9781229256761,3.6,24.5294161478357,3.4,64.1585571034054,9,52.9786599981725,8.75,12.4555306374379,10.6
