"week_start","TS_NaturalDisasters_norm_cov","TS_NaturalDisasters_gt","TS_EUPolitics_norm_cov","TS_EUPolitics_gt","TS_USPolitics_norm_cov","TS_USPolitics_gt","TS_MilitaryGeopolitics_norm_cov","TS_MilitaryGeopolitics_gt","TS_UkraineWar_norm_cov","TS_UkraineWar_gt","TS_EURightwing_norm_cov","TS_EURightwing_gt","TS_Diplomacy_norm_cov","TS_Diplomacy_gt","TS_IsraelGaza_norm_cov","TS_IsraelGaza_gt","TS_ClimateFires_norm_cov","TS_ClimateFires_gt","TS_Accidents_norm_cov","TS_Accidents_gt","TS_Elections_norm_cov","TS_Elections_gt","NYT_Diplomacy_norm_cov","NYT_Diplomacy_gt","NYT_AsiaGeopolitics_norm_cov","NYT_AsiaGeopolitics_gt","NYT_UkraineWar_norm_cov","NYT_UkraineWar_gt","NYT_IntLawCourts_norm_cov","NYT_IntLawCourts_gt","NYT_CrimeJustice_norm_cov","NYT_CrimeJustice_gt","NYT_Accidents_norm_cov","NYT_Accidents_gt","NYT_SyriaPolitics_norm_cov","NYT_SyriaPolitics_gt","NYT_GlobalLeaders_norm_cov","NYT_GlobalLeaders_gt","NYT_EconomicCrisis_norm_cov","NYT_EconomicCrisis_gt","NYT_IsraelGaza_norm_cov","NYT_IsraelGaza_gt","NYT_ReligionCulture_norm_cov","NYT_ReligionCulture_gt","NYT_Venezuela_norm_cov","NYT_Venezuela_gt"
2024-10-20,61.2053994811351,8,51.0397356016457,15.8,26.5512657530021,2.6,54.1507927764636,22,40.3079222088364,19.4,29.3225483636969,8.8,28.1507975951608,14.8,49.1177966302709,22.25,25.7466764854199,14.6666666666667,18.8353080778137,11,56.540652997303,1.25,42.9396343661405,14.8,71.6038773429864,9.2,62.6196331417054,12.5,62.5308870294532,16,58.4896665220758,16,67.6532522665191,25.6,17.413636463167,3,23.5314158727679,6.4,64.1236632359098,11.4,70.7371942657213,13,21.1446033013738,12.8,29.317587303759,6.4
2024-10-27,78.3419104699832,9.6,22.94400936166,15.2,26.3884779748879,4.2,42.6546803956494,17.75,20.2556638435722,19.4,11.7062204013063,7.6,37.7922098715415,15.8,52.1766067269466,17,29.6302424031603,14.3333333333333,21.9041567284314,7,75.386643729865,2.25,32.7057962709852,15.8,28.2048949302965,9.6,44.8401052452186,10.5,33.8973236298503,16.4,33.993139309913,16.4,59.7210122380254,23.8,10.8229105765092,2.6,11.1507401397042,8.2,42.9853504982315,11.6,44.1232819794763,10,11.823886918537,17.2,19.4098906261283,8.2
2024-11-03,73.1956191215364,15.2,34.1324909096341,14.8,55.0522950075481,36.4,39.2771921828514,27,23.8160710401278,22.2,15.9504913586687,10.4,31.3097797337279,17.8,20.2292894724581,16.25,50.6446763602237,12.3333333333333,20.4368836979636,6.4,100,25,93.5505800261364,17.8,24.4322997882856,9.6,48.9967071016333,22.25,32.2129515713721,17.4,31.7403251346353,17.4,51.3827891047056,23,13.0467003837123,2.6,43.2797621771333,26.6,44.5398842254747,17,29.3719851874058,35,11.0994116771202,11.8,18.7693062462314,26.6
2024-11-10,57.7405361528745,8.6,41.8660960225253,17.4,58.1016253623916,4.2,32.3224033636521,19.5,36.9662728463268,19.8,35.6447209034359,9.8,26.5236862580067,29.4,24.3900663550531,16,46.3543880886621,11,17.9869395902478,8.8,30.1454544576684,1.25,40.1673235483036,29.4,43.4651406182286,9.8,37.6786667562966,18.25,47.5529050210904,17.4,51.3008965056577,17.4,62.4926363544401,25,15.3342886112983,2.8,34.951548789787,8.4,45.8629939869016,13,34.5655041873649,10.75,15.7089391268945,11.6,22.6732075359371,8.4
2024-11-17,46.154217355679,8,52.1142343972406,14.6,53.2149790476815,2.4,60.3830336275122,24,74.8991624127866,37.2,30.7421402397403,8.6,40.1665539537195,14.6,32.0722105017146,12.75,31.3940172445431,10.6666666666667,38.4923382286099,7.2,18.5403787639396,0.5,56.6056766682253,14.6,44.8317575910374,10.6,86.212579134461,29,59.6912052711856,19.8,60.8836509552367,19.8,51.2195333534666,25.4,16.2449821771176,2.6,46.5927953023885,5,51.0201654813331,11.4,40.1535223052966,8,13.3214053368448,12.2,39.2763975178463,5
2024-11-24,48.0526840916998,7.8,50.9054844001746,14.6,34.7750519797865,1.4,42.3893191696139,26,54.7801854554811,29.4,21.6067101310866,9.8,47.6205978870247,15.8,41.6180146332182,12.75,37.716175121013,14,65.552870866656,14.8,34.4831191815884,0.75,55.219346333411,15.8,43.5853119479186,7,46.5634729644816,16.5,58.3236626018108,10.8,58.21621790605,10.8,77.0791901462658,23.8,23.734705954284,3.6,23.8070537894383,3.4,60.7386411048677,9,49.4383045279503,8.75,12.1804528114262,10.6,24.6386779915679,3.4
2024-12-01,56.2412194781039,7.6,51.3801473634938,14.2,31.409233684755,1.4,60.4122220524372,20.5,32.4683178681036,22.2,39.274181714908,8.4,78.0267090637339,14.4,31.1642013284486,13,44.1941497332657,15.6666666666667,28.0263607525028,8.6,31.3972616682828,0.5,60.2008050838706,14.4,58.469060447844,11.4,45.5566726768103,11.25,71.7558693525108,18.4,48.9077671846455,18.4,49.3801724921778,23.8,44.7001445616307,9.2,100,3.4,90.4332222007436,10.8,29.9195302880888,7,20.0778183537355,11.6,34.3269084365074,3.4
2024-12-08,33.2907937111989,7.8,37.5098629251354,13,27.7429925396993,1.4,44.8093564551691,19.5,28.2872924017088,23.8,34.6993298151266,7.8,34.1219380625323,15,31.4857771298,15,45.745888450872,20,19.1130696813755,8.2,20.3068311796343,0.5,44.5127856130449,15,49.1571948745743,12.2,47.9392146930085,10.75,97.6329808502504,18.4,59.988167143879,18.4,53.9010608304336,25,100,36,81.8090248689,3.4,60.0913934296987,12,25.4107498410857,6.25,17.9335248723107,16.4,41.1880109382604,3.4
2024-12-15,57.1192077831232,8,48.443304836328,13.6,39.541115112673,1.4,37.8447599739081,18.5,27.253653562645,23,19.4593247204543,7.6,28.5851294731615,23.4,12.8127019371735,12.25,38.5985350160418,17.6666666666667,52.6422875678855,6.8,16.6833098188738,0.5,59.2386072650191,23.4,39.1538876549159,8.8,52.7756601004305,11,43.8850767376738,13.6,71.6354358367522,13.6,56.8595478294288,25.2,38.0115259053691,7.8,41.3273193787559,3,59.988217200112,9.6,20.7467704515721,5.5,10.9934700261671,15.2,22.9469078355945,3
2024-12-22,51.708870357699,5.6,26.3644880749767,12.8,26.9412991468197,1.4,30.2449509389319,16,25.4198663553215,23,18.9523176466665,5,36.1826355479853,8.6,23.1336551756704,13.75,37.9384764924673,22.3333333333333,100,24.4,13.2020350709187,0.25,35.6391024157024,8.6,20.8564719178944,8,48.6751351250164,9.25,53.2860769828891,6,39.8287748142355,6,65.6837206185768,27.8,21.3382629624237,4.2,30.4396145333101,2.6,40.4257299459902,6.8,19.4312691517793,5.75,10.4952390621762,24.6,27.3013614803198,2.6
2024-12-29,42.5078551050135,6.3,28.4317594037418,14,29.6353000811346,2.1,26.1674286092079,12.25,24.374726207625,15.3,63.11317900823,6.3,29.8408300512888,8.1,15.8509476639358,8.375,55.6095632248292,19.1666666666667,65.3243035650052,21.7,26.5280269569285,0.625,12.8175029537551,8.1,22.6981564290579,4.5,28.7378320373706,6.625,43.3248674103741,7.7,37.5654730769376,7.7,60.2515619932903,28.1,21.3118933000134,7.4,32.4974133627796,4.2,36.7679545589381,4.7,20.5084868707009,5.25,10.4555471651197,9.6,16.2143898787355,4.2
2025-01-05,42.7905915273429,5,28.2084150848873,14.6,51.6557875039197,4.8,19.3131861122162,13.25,19.4904638448269,10.2,100,15.2,29.0386064925113,3.4,15.9243407722561,5.5,100,26.6666666666667,29.749139572653,5.4,22.0726649771288,1.25,69.2921841269388,3.4,27.7950167636257,5.8,48.1254110224416,4.5,63.0287568873229,15.8,47.4558138464003,15.8,50.650731253298,5.4,28.2388311630835,10,45.0655328954913,6.2,60.7033136492474,3,30.5347810747099,4.5,14.9400803753426,2.6,49.9241244603377,6.2
2025-01-12,42.7151159541036,4,24.7457824234044,14.6,51.9580541225467,5,19.0679080577153,12,13.4858790673402,9.4,21.3974355480331,8.8,30.4429762119501,3.2,68.7697549141733,12.25,56.3874599884674,20.3333333333333,31.8509050505998,5.8,20.4018356014841,1.5,72.2472358821648,3.2,36.2597371236356,7.2,39.4004301651676,4.5,56.9424521908761,20,50.6688404290288,20,46.3533092356007,5.8,21.3084697448044,9.4,56.5716128179212,5.8,46.0717292812203,3.6,47.39070045372,12.5,13.4341253403337,2.2,24.0665409803064,5.8
2025-01-19,49.1332703395097,5.6,35.0250118166099,15.6,80.6436988195261,21.2,24.4383863615937,11.75,14.4351195417668,11,14.5446062999898,10,21.6648097479993,4.8,59.7262926680885,13.5,67.3648380866738,17.3333333333333,23.4566945758202,5.8,12.5018771081279,1.75,22.113927751975,4.8,29.7160510342682,6.4,37.1720171107391,7.5,56.3110299332169,19.6,63.5891657467316,19.6,53.3444662250496,5.2,24.5806743172656,8.6,36.4202004299891,24,42.40431842045,4.2,55.0364168849122,9.75,12.9533289933055,2,19.100865803132,24
2025-01-26,27.8205309877772,4.8,37.996407609398,15.8,58.0674601488201,5.8,25.1603047882035,10.75,6.76822617467291,8.8,18.2510416268912,22.8,22.7661808174308,4.4,60.9485075707696,10.5,34.0613802523075,8.66666666666667,67.5161599350936,13.6,12.2454066049545,3.75,49.9871279533499,4.4,37.417754781331,7.4,28.283293195145,5,53.7302020335723,22.4,46.8231096204267,22.4,58.5273244620426,25.6,31.2963984300603,9.6,52.5593414238598,12.2,58.4908179740037,4.8,53.9569220118878,11.5,17.2376857300069,2.2,26.9101420410586,12.2
2025-02-02,53.4466963009471,5.6,42.2829463795235,18.8,94.330676973148,5.8,17.5311461720287,10.75,21.0900920326611,8.8,25.5220976837173,12.6,46.3758453490935,3.8,39.1251614924977,15,64.1956579865108,8.66666666666667,40.6271849594185,6.8,10.1097157514585,4.75,47.3392035662302,3.8,40.7395713463745,7.6,26.0747735776834,4.75,47.6636120999523,25.8,42.4518546589631,25.8,50.0863561432802,10,25.5843888806701,11,87.4169548495429,9.4,72.0639079053896,7,24.0620517874501,28.25,18.2783482296806,2.2,24.7301870578559,9.4
2025-02-09,43.950386831673,5.2,50.7520350650147,15.6,66.6118589259338,5.6,10.8867228658881,13.25,48.4933500945894,11.4,44.3069482415984,13.2,16.4074860048168,6.4,32.8608417560704,13,27.8215821308783,7.66666666666667,24.5911352695441,5.2,17.2981332964232,3.5,33.7184395647831,6.4,50.9914115309161,7.4,61.639057145717,6.25,49.221869011446,22.2,48.3638049293639,22.2,46.7267660157546,6.6,19.3687096997846,9.4,68.4084333455915,9,44.1013792911072,5.2,32.4020812165429,14.25,18.0171342712797,2.2,32.1641528816096,9
2025-02-16,27.705407889301,4.8,54.9932488239891,15.4,44.0160212241852,6.6,19.3244035906569,17.25,69.2134325386904,15.2,47.0429987436379,11.4,17.1319153624509,9.8,45.718323599436,12.5,40.5057870379563,9.33333333333333,34.1885228640661,8.4,6.13157661638665,6.25,32.4284962001952,9.8,60.9938261452785,7.8,59.1395059322177,9.75,41.5788189833649,22.2,50.0125517546474,22.2,58.2302048992692,10.6,22.7908100250187,8.4,62.418473892014,8.8,45.0810133425818,5.8,38.2738563349118,10.75,25.9065053342442,3.8,21.449969435712,8.8
2025-02-23,31.0919878917085,4.2,50.8539731916843,15.6,64.3867362450194,13.8,12.9217444473507,20.5,49.8254143304148,14.6,40.4744561228943,11.4,21.5328497665988,6.8,42.7308680176005,16.25,21.029830599403,7.33333333333333,30.3536799556335,4.8,8.48636223798502,25.25,48.2075517765497,6.8,44.2054686233121,8,51.0699825131309,13,47.0053603063703,22.8,44.2673203157965,22.8,37.0219281513036,6.4,33.0532794088622,9.8,73.5800687804421,9.2,55.3852166828788,5.4,31.8557996755246,13.75,27.2983522763883,8.4,26.3955397711064,9.2
2025-03-02,45.2174037246887,3.8,76.1368430115943,21.6,71.478636729459,14.4,27.8902136409709,26.5,59.3046871748144,15.6,32.5823838818166,7,40.0009796811435,6.2,29.5936150257363,8.25,38.1297575925862,11.3333333333333,26.1970063219717,6.4,9.1365239109689,1.75,51.3316114938924,6.2,57.9188474284435,8.6,61.7893420376162,14.25,52.5311421141308,24.6,49.3913030099943,24.6,59.1888960536092,6.2,29.1446893788552,10,92.1890581049038,10,76.9879637613707,6.2,38.6694411463558,7.5,30.845538782209,6.2,26.6245204058476,10
2025-03-09,35.2070268046923,4.6,42.8745483587466,19.6,53.0584043875272,7.6,32.3119945276399,16,82.8096433763228,20.6,21.4725698251701,7,39.3248295571669,11.8,21.5868368950665,6,25.0399277512475,9,43.4655453991728,9.8,23.4249287708284,0.75,44.8433833355784,11.8,56.1095394642399,7.8,77.3437830725373,8,65.4118893673217,31.8,34.5166704705419,31.8,52.2742876381356,6.8,24.9351204251517,14.2,75.5465686442687,7.2,57.7572346255876,10.2,28.9066980706343,5.75,22.7476860448571,3.2,22.4340101353106,7.2
2025-03-16,42.5863002844557,5,37.4186650912042,19.4,50.5358319210891,6.6,34.165506178151,14.75,40.537867052834,15.4,11.4490972735977,6.6,47.3765890978606,23.4,41.220092050908,9.25,35.873078206153,15.3333333333333,27.1789124041737,9,10.5518987440243,1.5,53.0811099915111,23.4,46.6233328558565,7.6,54.8628216116155,7.5,79.5933744598619,22.2,57.9635335746301,22.2,59.6534112835114,6.4,21.3999261766431,9.4,63.0483318397632,6.6,62.0009252051146,5.6,34.2444257199331,8.75,24.0672895475791,2.8,29.2460277462972,6.6
2025-03-23,64.138056908675,14.4,46.0398915131601,17.2,70.8966696731816,5.4,30.7289732409474,14,69.3406742952023,14.4,14.9217849376796,6.6,22.9154799691259,7.4,27.2348980320674,8,33.1625689587314,9.33333333333333,35.3158441856248,8,20.505734227619,0.75,53.4297647016977,7.4,60.5746766110696,8.2,45.4313417954648,5.75,58.6238222436985,21.6,55.5661602367592,21.6,80.2584769536949,5.8,26.3217500583175,8.6,76.4712841838373,6,84.667436005516,5.2,27.7878655025496,6.5,30.6141199063979,2.6,40.0890969981997,6
2025-03-30,73.241594268469,19.4,31.6502264523785,17,64.4504001224205,9.2,44.5828316502477,12.25,33.4852131986055,10.6,56.0074568903166,6,43.0255148969318,6.6,16.7371129050077,7,37.7499534702278,10.6666666666667,39.8881842751275,5,17.1437539700885,0.75,42.4756695269955,6.6,55.2357730426047,9.4,25.4328613612874,6.5,62.3699654075679,21.2,46.4875558976818,21.2,57.7300673985482,6.2,14.2559057563428,9,54.6609627079124,7,62.6316880456431,10.6,30.147287791104,6,22.5652313831496,2.2,25.8027600491271,7
2025-04-06,56.0003409879828,23.4,58.8472692529541,17.6,60.442351639626,10,35.6714319019181,10.25,63.697129097455,10.4,17.1145223487798,6.2,22.0965136155276,9.4,19.5733250520853,6.25,17.8505639070119,13.6666666666667,23.9288265862755,6,8.7292683205958,0.5,45.6968007398526,9.4,70.3328910832278,10.2,46.4105901619075,4.25,51.097992826177,26.4,43.1146585702991,26.4,64.3266623033416,6.2,17.0186634567994,8.6,60.2376549137561,7,61.3954520218167,10.4,22.2302703877998,5.5,26.5078362552352,2.6,22.9639674146667,7
2025-04-13,42.5431346408567,8.4,27.0414752534726,17.6,45.5923923001593,5.6,19.2953854335125,9.75,48.7208590198854,10,20.1831149325397,4.8,29.3846085309299,3.6,15.7632927538257,6.25,30.843113745233,10,25.7501734458055,5.6,9.22318884897597,0.5,41.9058031185695,3.6,59.025770229138,9,35.9778448034732,4.25,57.0077002432511,30,45.3626765488954,30,55.9144646606586,6.6,18.1754180489526,8.4,54.1497491381216,6,72.3777250469791,6.2,17.4755300078589,4.75,28.7891483494664,4.2,22.7040112376383,6
2025-04-20,53.5095633076052,8.4,26.080353282937,16.2,51.1203882353773,5.8,35.8644600247281,9.25,99.6278469558027,11.2,14.2821304248096,4.4,22.8718003874518,3.6,40.3892711090009,6,72.1136240516699,10,28.0167410889077,5.8,9.24893073697738,0.5,44.649635216973,3.6,56.0501086818973,8,50.4913842179975,5.5,54.5006244131446,24.6,34.9963661079156,24.6,63.4919326565796,6.4,28.2214965054218,8.6,58.3394813767927,5.8,63.6647447153962,5.2,17.3493819779638,4.5,95.7044409108442,26.6,30.3718829816379,5.8
2025-04-27,50.5258328235193,8.4,26.6056313688164,16,47.9690592605085,5.4,28.8325830762544,9.5,29.9867290779073,10.4,16.3384842014444,5.4,27.408306752244,5.2,32.8432030280715,6,64.6667356970814,15,40.6163056288743,9.8,35.1848514349086,1.25,76.2410337472115,5.2,71.4028026844,17.2,44.7274272268922,4.75,59.2686796583656,23.6,46.6918188507872,23.6,55.7191642930713,7.4,21.6436640334125,9.2,48.4049932690285,6.2,71.1528474761459,6.6,17.8155773199381,4.5,38.1778098601497,5.6,27.3189238298209,6.2
2025-05-04,28.9061279231936,8.4,44.6763203133881,16.4,38.4445486806379,6.2,50.4958450494159,11,64.5609527811225,10,22.6000743493495,6,27.5368993363825,11,46.1785969460937,8.25,19.6437083400262,10.3333333333333,21.6024151552487,4.8,29.9099812508143,3,51.539081433517,11,100,12,64.2539116407745,4.75,73.7812985421412,23,53.4965413248144,23,59.8077339473992,6.4,23.711593100432,9.4,55.8261954086832,6,77.7231665158368,5.2,27.6008253572963,6.75,100,12,38.5170783236733,6
2025-05-11,26.3043092806502,8.8,43.1794743396429,19.8,51.8307612046469,4.2,26.1040937537642,12,89.7943192980724,17,19.4405849287478,6.8,39.995760333738,8.8,55.1535635602777,10.25,22.7780093678015,20.6666666666667,20.5369338719138,4.8,14.5592176895503,0.75,42.308828155326,8.8,69.9927965521431,7.2,37.5964394252039,5,61.9543758002797,21.8,58.9315745637819,21.8,54.6426449414114,6,23.0409374544519,16.2,74.2146296903275,5.6,69.9777336035076,4.4,30.2872475938123,8.25,49.9380397248156,3.6,29.4997276393187,5.6
2025-05-18,70.494775195063,15,62.5604468710553,16,48.2780152101774,5.8,15.4742219846882,10.25,52.6566629583432,14,20.7742792646651,5.6,40.6965902716587,4.4,49.5230940152458,14.5,35.0737369492304,14,29.8963247445606,5.2,34.883789117328,1.5,47.0805180864374,4.4,53.6960679164508,6.6,53.8896921389996,4.75,53.3710725148035,20.8,40.7579652513288,20.8,52.7795048516504,7.6,15.1635956080472,9.4,46.7862934535418,5.2,68.0155197462627,3.8,22.0908818607703,10,31.3226439674887,2.8,30.6551842940065,5.2
2025-05-25,55.5694017137277,14.6,44.7915722662662,20.8,43.933148099758,4.2,27.7102054265978,10,43.0424863223077,14.4,23.0154958283738,4.8,19.2627494531249,4,48.3498293453071,13.25,47.224863744389,9,57.2295006546501,6.4,15.8036399692746,0.75,23.0299268493674,4,33.7202125695533,5.6,41.3902927724352,7,37.5230282901419,24.6,42.1193185904671,24.6,56.5095438713349,6.4,14.5040422038222,7.6,31.7904938058468,5.6,46.8110932522192,3.6,20.2531266731886,8.5,17.2901137527173,2.4,22.9789564123921,5.6
2025-06-01,42.989745125341,15.4,50.0424081029892,18.2,58.2392105305126,7.4,26.5613226740375,12.75,59.6728530594909,15.6,41.9401298334776,5.8,30.6666086236494,4.8,47.4241402721916,14.75,50.7460647596202,17,34.0511011815981,6.8,31.4672438475969,1.5,35.4289243667718,4.8,51.8240972275427,6,69.2417873250206,6.75,47.6763616983234,18.6,31.0978506977611,18.6,59.253061600714,6.2,13.7835213316889,7.4,46.0470422123384,6.4,92.7503962040405,3.4,23.785577063714,8,19.5831362145526,2.2,20.2539295913034,6.4
2025-06-08,39.3972333336993,14.4,32.1493262740044,15,47.6334913169286,5.8,37.7560678531697,13.75,42.115893320765,12.6,24.4543145220417,5.4,20.668465269388,3.6,62.0408234962119,21.25,80.7531177412957,15,51.1894062332031,24.6,13.5488178329109,0.5,33.6274954049072,3.6,62.7034964633111,8.2,76.7351621030888,5,41.3699997745094,21.8,37.5932626511365,21.8,100,9,22.3605562098111,14.4,41.2074167170091,7.2,74.89789637053,23,55.8520663129581,13.5,24.2559949908619,2.2,24.5054380810522,7.2
2025-06-15,62.9634429516498,13.8,39.0480730645528,16,40.1000699440613,5.4,42.7603118834363,18.5,58.2141389152855,11.2,8.07237564208745,4.8,30.1194883879506,4.4,78.1465602994304,16.75,51.6965576853258,20,45.7899535490704,11.2,9.06532633040689,0.5,35.151108594992,4.4,77.7721323410205,11.2,50.4002998256076,6.5,57.2514549051144,20.6,44.5975442111282,20.6,84.4329292749373,7.4,18.4621541404059,21.2,46.0887590556207,7,75.8974780571427,7.4,67.8903079054133,22.5,24.7841481583928,2.2,29.4981353042312,7
2025-06-22,32.739252576166,12.4,67.4583623667369,16,46.958150379547,5.4,29.0621701522433,29,77.7256656017882,10.6,8.1005955395137,5.4,35.4268954200634,4.4,52.7379488691224,12.25,43.3133741529914,27.6666666666667,10.1020938281937,6.8,8.0077187874531,0.5,51.7492364417446,4.4,64.2204515975423,13,36.0673110141496,8.5,61.9795597621223,29.8,49.8389169393782,29.8,70.5152712941475,7.4,19.7070468794635,26.8,40.4332656135171,8,91.7020873179856,4,58.5758359892469,18.75,25.234064456669,2,25.3068210399819,8
2025-06-29,47.6770835639005,9.6,55.9852064509368,28.2,47.2796161458916,3.2,23.5258865957864,10.5,53.7035377398142,8.6,23.2923713807394,5.2,29.9168582337172,2.6,31.0383120306514,8.25,78.2643133854344,68.6666666666667,16.2709426077513,6.4,10.4531020257039,0.25,27.5379757459439,2.6,42.0264688538929,5.6,38.5649766579736,4,40.6947872078464,20,29.4108399693928,20,47.7901830528885,8.2,14.9258096495624,9,26.325607791033,5.6,54.0040588903372,4.2,24.4008666558675,7.5,20.0463038987735,2,17.1464158412746,5.6
2025-07-06,89.5387882011658,8,57.3652666861006,23,41.473317298445,3.4,47.6446548908864,11,40.4426426413748,10.4,24.9895709750441,5.2,24.6355128628655,3,29.9532343402743,7.75,74.8881264377677,28,54.0004166486079,8.8,8.91439410836798,0.5,46.5557080674606,3,43.804290687324,6,62.1147061456331,4.25,50.3563331160613,18.6,32.9515002659953,18.6,51.5759158056387,8.6,13.5556256614193,8,48.441561304845,5,77.9325961952416,3.6,25.9913966761153,6.25,20.1301646824949,2,20.9152401289687,5
2025-07-13,42.632188138837,9,65.9980482429861,17.8,48.4902905073933,4.4,20.6257280406134,10,29.0716661850846,10.8,21.7136835670967,5.2,42.7737839680857,2.8,42.7269082530412,7.5,52.3933592236323,17,21.0222285283701,9.4,6.61670142034075,0.5,24.027677331423,2.8,43.6291756971334,7.8,23.8628609713062,5.25,51.4929622422168,21.2,27.2630474430406,21.2,50.9088017986344,8.8,17.1580816069635,18.6,39.2782403359129,6.6,63.8662494454557,5,22.1967557443508,6.75,13.4861021101834,2.4,23.9748706214597,6.6
2025-07-20,85.6395051077082,11,65.0964974291962,16,38.8838971986583,4,28.7248704519339,9,50.8715951817311,10.2,17.9395491276155,8.6,39.527288281489,3,44.2939682398609,16.75,51.0849722428418,17.6666666666667,35.0093158308536,8,9.72853716816728,0.5,23.8577342473789,3,52.3988375011574,9.4,43.2460755585968,5.25,33.3827462189231,27.2,27.3442724911944,27.2,53.0986649888294,9,16.875302343925,15,39.8430580434372,6.4,82.5096305027317,5,23.2000044715711,14.25,13.1645720051675,2.6,20.6229434273748,6.4
2025-07-27,70.1668034194786,13,57.8501288231677,20.8,47.8413985596118,4.2,21.4069102322447,8.75,31.8395556321549,12,15.6929286018204,4.4,29.2814775177074,3,57.0095378327368,23.75,68.9400937669563,17.3333333333333,46.4845059828936,6.2,7.16531037762893,0.75,40.8780614293437,3,53.7806249710423,12.2,37.2610044332046,7.25,45.3604455218864,35,25.857526728004,35,62.5375719976484,8.6,10.6007691011706,15,43.8298697805657,5.8,59.4653560021348,6.6,30.596920588133,20.5,16.0086608628612,2.4,17.1719247757151,5.8
2025-08-03,35.5267582387667,19.2,28.2957007797606,16.2,49.4649266376125,3.8,26.993037413214,8.25,63.1743370810462,12.8,12.9211988324727,4.6,24.3956539244132,2.6,43.1640227133209,21,64.7059126494249,23,28.8343419051122,6,9.77457376806862,0.5,38.4233152693447,2.6,49.6279613229474,7.2,47.674223084677,7.5,57.274372141423,22.6,30.6669351954488,22.6,50.1862193664349,7.8,17.4703314636358,9.2,56.6135027574652,5.2,82.8064855103213,4.6,24.9605271154928,13.25,17.6872229047265,2,17.8891487095268,5.2
2025-08-10,57.6718442249198,19.6,47.9694542962389,14.8,54.5911788139577,8.4,19.0045435441269,9,95.7398192876051,28.8,10.1864887748628,4.2,26.5945571346969,6.4,21.6308663505898,13,69.0820605728183,27,27.6761362317733,5,8.76088040837403,0.5,37.1272235898805,6.4,40.2405282490115,9.4,58.0035864887507,29.5,44.7893934290788,22.2,41.0395650005926,22.2,58.4279866729415,8.2,17.3032581238614,9,72.6391699461059,6.6,60.1000783915281,5.4,20.3192757904115,10,10.9642203051145,2.6,29.114584747033,6.6
2025-08-17,44.9121796867433,19.4,41.5843034049393,17.2,56.4735702630286,5.4,29.3259591605382,10.25,100,16,16.2982582720319,4.4,46.8848819293541,3.8,40.7677391087752,10.5,53.3309770452912,19.6666666666667,19.4510888071863,7.6,14.2421762069133,0.75,26.7397445642428,3.8,47.8870062017152,5.4,56.2169576188217,14.5,38.5904534401158,17.8,41.6693757925362,17.8,45.4743359004186,7.8,18.3176093234986,8.2,53.5809639486404,5,59.6660984988264,3.6,21.9642609040829,7.75,13.420053531532,2,30.0727825720407,5
2025-08-24,65.9760318373067,20.4,52.5128346132892,16.6,43.8142234118104,4.4,50.8126034228179,10.25,47.7381892489671,12,15.9067127792091,5.4,55.0653813516433,3.2,49.2821552803602,11.25,59.4456690591639,18.6666666666667,27.7123104162896,7.6,12.0753427408958,0.5,38.0573473985405,3.2,57.5167049736919,7,40.8818660709196,5.75,40.7666639480222,20,44.9958922791623,20,50.4061825970906,7.4,13.679214475803,8.2,37.4938378658122,6,59.9314719903185,3.8,29.8947194755267,7.75,12.4536681365019,2.6,19.4823354268363,6
2025-08-31,73.3614377303767,19.8,39.4739497998865,23,38.4451806258264,6.6,52.7704471031162,11,33.2661625032213,12,19.3552273550849,5.2,44.514794669225,2.8,27.104845831635,12.25,32.8117752844118,11,38.7994146026915,5.4,10.8229849267814,0.75,57.322195163616,2.8,60.8771172182984,21.8,35.0643359962841,6.25,42.9550143850069,21,39.5200725255288,21,54.2704974275374,8,15.3080405202133,8.6,46.5201422449796,7,61.81834643771,4,14.6412998329843,7.5,16.7137910161335,2.2,25.3789753410203,7
2025-09-07,46.1081608891281,10.4,31.6038214202732,19,44.8611214152511,3.6,44.4825082113166,25.75,54.1936007550571,15.4,40.7461222736045,5.4,100,3,38.1694473009496,17.5,53.0017174760018,10.3333333333333,18.1374777314999,6.4,19.6918994033846,1.25,50.5740165718613,3,39.96251098039,8,47.3257701282452,4.75,67.0033100577104,31.2,49.7052475008819,31.2,68.2015759287262,6.8,16.2462244524005,9,48.6326748941204,6.2,91.9303470260071,5.6,33.0823580333828,10.25,13.649384295026,2.4,26.5334953272157,6.2
2025-09-14,26.8720847841584,10.4,43.8375977343789,16,55.3287491399441,3.2,27.1104953409499,20.5,35.3353400557193,12.2,28.2341034897186,5.6,41.3621096683536,2.8,52.1348637966722,16.5,29.5939101440351,9,23.6907688985212,6.8,8.07426424072572,6.25,61.642099980659,2.8,55.3023252211052,8.6,51.5137081135609,4.5,48.6651134560512,29,60.5918488588908,29,53.322267441323,6.8,20.3475465470558,9.4,59.6564273636018,5.6,72.9703584875881,5,38.0472813469955,11.75,30.4632363619317,2.6,36.1611091523512,5.6
